Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Packet Length Mean,Packet Length Std,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Bwd Packets,act_data_pkt_fwd,Active Mean,Idle Mean,Inbound,Label,LabelID
101,2,2,0.0,0.0,0.0,0.0,0.0,39603.960396039605,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,2,0,0.0,0.0,1,Syn,1
101883434,16,2,0.0,0.0,0.0,0.0,0.0,0.1766724902499851,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,2,0,21.85714285714285,14554754.285714284,1,Syn,1
105876538,16,0,0.0,0.0,0.0,0.0,0.0,0.1511194104212209,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,0,0,1.0,15125219.0,1,Syn,1
111817467,18,4,0.0,0.0,0.0,0.0,0.0,0.1967492252350878,0.0,0.0,0,0,0,1,0.0,0.0,0.0,18,4,0,28.875,13977154.375000002,1,Syn,1
110732302,10,0,0.0,0.0,0.0,0.0,0.0,0.0903078850469486,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10,0,0,1.0,27683062.0,1,Syn,1
102730062,16,2,0.0,0.0,0.0,0.0,0.0,0.1752164814229354,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,2,0,21.0,14675708.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
115128410,16,2,0.0,0.0,0.0,0.0,0.0,0.1563471605314448,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,2,0,203711.0,18984357.166666668,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
103213718,12,0,0.0,0.0,0.0,0.0,0.0,0.1162636152686603,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,0,0,16.333333333333336,20642733.6,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
2,2,0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
107145907,12,2,0.0,0.0,0.0,0.0,0.0,0.1306629473023174,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,2,0,31.6,21429149.4,1,Syn,1
99240731,14,2,0.0,0.0,0.0,0.0,0.0,0.1612241248001286,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,2,0,27.333333333333336,16540086.333333336,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
104350545,16,2,0.0,0.0,0.0,0.0,0.0,0.172495505413987,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,2,0,36.85714285714286,14907183.714285716,1,Syn,1
107067039,18,0,0.0,0.0,0.0,0.0,0.0,0.1681189670333556,0.0,0.0,0,0,0,1,0.0,0.0,0.0,18,0,0,7.0,13383372.75,1,Syn,1
49,2,0,0.0,0.0,0.0,0.0,0.0,40816.32653061225,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
116166396,14,0,0.0,0.0,0.0,0.0,0.0,0.1205167800850084,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,0,0,1.0,19361065.166666664,1,Syn,1
98,2,2,0.0,0.0,0.0,0.0,0.0,40816.32653061225,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,2,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
91034870,14,0,0.0,0.0,0.0,0.0,0.0,0.1537872246096468,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,0,0,1.0,15172477.5,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
115343119,14,0,0.0,0.0,0.0,0.0,0.0,0.1213769847857157,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,0,0,17.0,19223836.0,1,Syn,1
106328977,10,0,0.0,0.0,0.0,0.0,0.0,0.0940477401564768,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10,0,0,17.0,26582231.5,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
107192571,14,4,0.0,0.0,0.0,0.0,0.0,0.1679220848243298,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,4,0,30.5,17865389.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
108745292,12,0,0.0,0.0,0.0,0.0,0.0,0.1103496048362259,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,0,0,1.0,21749057.6,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
106011566,20,2,0.0,0.0,0.0,0.0,0.0,0.2075245261446284,0.0,0.0,0,0,0,1,0.0,0.0,0.0,20,2,0,33.5,13251412.25,1,Syn,1
80277578,10,2,0.0,0.0,0.0,0.0,0.0,0.1494813408546032,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10,2,0,1.6666666666666667,20069393.0,1,Syn,1
114999394,16,0,0.0,0.0,0.0,0.0,0.0,0.1391311679433719,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,0,0,1.0,16428484.42857143,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
101989786,12,0,0.0,0.0,0.0,0.0,0.0,0.1176588408568677,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,0,0,1.0,20397956.2,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
105367871,18,4,0.0,0.0,0.0,0.0,0.0,0.2087922987454117,0.0,0.0,0,0,0,1,0.0,0.0,0.0,18,4,0,31.142857142857142,13170956.5,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
55,2,0,0.0,0.0,0.0,0.0,0.0,36363.63636363636,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
118002815,12,0,0.0,0.0,0.0,0.0,0.0,0.1016924892851073,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,0,0,1.0,23600562.0,1,Syn,1
111950546,14,2,0.0,0.0,0.0,0.0,0.0,0.1429202498038732,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,2,0,9.0,18658396.0,1,Syn,1
106933909,14,2,0.0,0.0,0.0,0.0,0.0,0.149625129667709,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,2,0,18.333333333333336,17822299.666666668,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
107967763,16,2,0.0,0.0,0.0,0.0,0.0,0.1667164299773442,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,2,0,15.285714285714285,15423935.999999998,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
101821139,10,0,0.0,0.0,0.0,0.0,0.0,0.0982114332859702,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10,0,0,12.75,25455260.25,1,Syn,1
105887308,18,4,0.0,0.0,0.0,0.0,0.0,0.2077680546945248,0.0,0.0,0,0,0,1,0.0,0.0,0.0,18,4,0,31.25,13235882.125,1,Syn,1
101256800,14,2,0.0,0.0,0.0,0.0,0.0,0.1580140790544437,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,2,0,11.6,16876123.5,1,Syn,1
92031218,10,4,0.0,0.0,0.0,0.0,0.0,0.1521222939807229,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10,4,0,86.33333333333331,23007739.5,1,Syn,1
98394736,14,2,0.0,0.0,0.0,0.0,0.0,0.1626103250076305,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,2,0,15.0,16399107.5,1,Syn,1
106811755,16,0,0.0,0.0,0.0,0.0,0.0,0.1497962466771564,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,0,0,1.0,15258821.142857146,1,Syn,1
87890952,12,0,0.0,0.0,0.0,0.0,0.0,0.1365328253584055,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,0,0,16.333333333333336,17578180.4,1,Syn,1
114646538,12,4,0.0,0.0,0.0,0.0,0.0,0.1395593820722262,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,4,0,37.66666666666666,22929268.8,1,Syn,1
114129163,14,0,0.0,0.0,0.0,0.0,0.0,0.1226680335857715,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,0,0,15.6,19021514.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
81,2,2,0.0,0.0,0.0,0.0,0.0,49382.71604938271,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,2,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
102496039,14,2,0.0,0.0,0.0,0.0,0.0,0.1561035934276445,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,2,0,31.0,17082647.166666664,1,Syn,1
98731470,14,2,0.0,0.0,0.0,0.0,0.0,0.1620557254946168,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,2,0,17.333333333333336,16455219.666666664,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
2,2,0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
96398675,14,2,0.0,0.0,0.0,0.0,0.0,0.1659773850626059,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,2,0,27.25,16066427.5,1,Syn,1
87487686,12,2,0.0,0.0,0.0,0.0,0.0,0.160022520197871,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,2,0,37.4,17497499.6,1,Syn,1
80957048,8,0,0.0,0.0,0.0,0.0,0.0,0.098817832389343,0.0,0.0,0,0,0,1,0.0,0.0,0.0,8,0,0,17.0,26985665.66666667,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
91043197,16,4,0.0,0.0,0.0,0.0,0.0,0.2196759413006992,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,4,0,39.0,13006131.857142854,1,Syn,1
96722901,16,2,0.0,0.0,0.0,0.0,0.0,0.1860986365576442,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,2,0,1.0,13817543.42857143,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
96313315,18,4,0.0,0.0,0.0,0.0,0.0,0.2284211689733657,0.0,0.0,0,0,0,1,0.0,0.0,0.0,18,4,0,43.0,12039132.125,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
2,2,0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
47,2,0,0.0,0.0,0.0,0.0,0.0,42553.19148936171,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
112789932,12,4,0.0,0.0,0.0,0.0,0.0,0.1418566330902655,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,4,0,55.5,22557922.0,1,Syn,1
86,2,2,0.0,0.0,0.0,0.0,0.0,46511.62790697674,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,2,0,0.0,0.0,1,Syn,1
114084843,12,6,0.0,0.0,0.0,0.0,0.0,0.1577773131528085,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,6,0,74.75,22816908.6,1,Syn,1
108148400,16,4,0.0,0.0,0.0,0.0,0.0,0.1849310761879047,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,4,0,49.28571428571429,15449722.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
112377075,18,0,0.0,0.0,0.0,0.0,0.0,0.1601750179028952,0.0,0.0,0,0,0,1,0.0,0.0,0.0,18,0,0,1.0,14047127.375,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
48,2,0,0.0,0.0,0.0,0.0,0.0,41666.66666666666,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
109290569,12,2,0.0,0.0,0.0,0.0,0.0,0.1280988847262749,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,2,0,209937.66666666672,27165188.75,1,Syn,1
118086958,18,2,0.0,0.0,0.0,0.0,0.0,0.1693667136382664,0.0,0.0,0,0,0,1,0.0,0.0,0.0,18,2,0,25.33333333333333,14760850.625,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
100183322,12,0,0.0,0.0,0.0,0.0,0.0,0.1197804161455137,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,0,0,17.25,20036650.4,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
103809981,12,2,0.0,0.0,0.0,0.0,0.0,0.13486179137245,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,2,0,51.0,20761975.6,1,Syn,1
50,2,0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
93110903,10,0,0.0,0.0,0.0,0.0,0.0,0.1073988080644003,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10,0,0,1.0,23277724.5,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
103883920,10,0,0.0,0.0,0.0,0.0,0.0,0.0962612885613095,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10,0,0,1.0,25970979.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
97708899,16,2,0.0,0.0,0.0,0.0,0.0,0.1842206818848711,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,2,0,241324.33333333328,16043492.0,1,Syn,1
111953514,18,4,0.0,0.0,0.0,0.0,0.0,0.1965101336613695,0.0,0.0,0,0,0,1,0.0,0.0,0.0,18,4,0,22.28571428571429,13994169.625,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
104536029,12,0,0.0,0.0,0.0,0.0,0.0,0.1147929581292972,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,0,0,1.0,20907194.8,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
113531972,18,4,0.0,0.0,0.0,0.0,0.0,0.1937780134744774,0.0,0.0,0,0,0,1,0.0,0.0,0.0,18,4,0,21.42857142857143,14191477.624999998,1,Syn,1
106,2,2,0.0,0.0,0.0,0.0,0.0,37735.84905660377,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,2,0,0.0,0.0,1,Syn,1
104,2,2,0.0,0.0,0.0,0.0,0.0,38461.53846153846,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,2,0,0.0,0.0,1,Syn,1
46,2,0,0.0,0.0,0.0,0.0,0.0,43478.260869565216,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
119,2,2,0.0,0.0,0.0,0.0,0.0,33613.44537815126,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,2,0,0.0,0.0,1,Syn,1
49,2,0,0.0,0.0,0.0,0.0,0.0,40816.32653061225,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
105970170,12,0,0.0,0.0,0.0,0.0,0.0,0.1132394144503118,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,0,0,10.4,21194023.4,1,Syn,1
111002021,12,0,0.0,0.0,0.0,0.0,0.0,0.1081061397972204,0.0,0.0,0,0,0,1,0.0,0.0,0.0,12,0,0,1.0,22200403.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
102794823,10,0,0.0,0.0,0.0,0.0,0.0,0.0972811636632712,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10,0,0,17.0,25698693.0,1,Syn,1
49,2,0,0.0,0.0,0.0,0.0,0.0,40816.32653061225,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
112147222,18,6,0.0,0.0,0.0,0.0,0.0,0.214004409311182,0.0,0.0,0,0,0,1,0.0,0.0,0.0,18,6,0,45.0,14018363.25,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
111239604,20,6,0.0,0.0,0.0,0.0,0.0,0.2337297065530726,0.0,0.0,0,0,0,1,0.0,0.0,0.0,20,6,0,34.55555555555556,12359916.0,1,Syn,1
99484182,14,2,0.0,0.0,0.0,0.0,0.0,0.1608295879640443,0.0,0.0,0,0,0,1,0.0,0.0,0.0,14,2,0,20.0,16580676.833333332,1,Syn,1
105449898,16,2,0.0,0.0,0.0,0.0,0.0,0.1706971779147666,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,2,0,20.2,15064256.714285716,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
98001804,16,6,0.0,0.0,0.0,0.0,0.0,0.224485663549622,0.0,0.0,0,0,0,1,0.0,0.0,0.0,16,6,0,56.6,14000217.142857146,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
1,2,0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,2,0,0,0.0,0.0,1,Syn,1
